id,level,parent,name_th,name_roman,name_en,class,class_th,resident,upkeep,provenance_sensitivity,form,materials,functions,region,wat_th,maker_th,era_en,what_th,what_en,listings,median_thb,image,image_license,url,json,confidence,updated
phra-nang-phaya,kind,,พระนางพญา,phra nang phaya,Phra Nang Phaya (Phitsanulok triangular tablet),phra_khrueang,พระเครื่อง,none,none,low,tablet,nuea_din,metta_maha_niyom|khum_khrong,th-central,วัดนางพญา พิษณุโลก,ผูกกับรัชสมัยสมเด็จพระนเรศวร (วิกิพีเดียไทย) หรือพระวิสุทธิกษัตรีย์ (วิกิพีเดียอังกฤษ),"Ayutthaya period; the cache first opened around 1901 (B.E. 2444), with later finds in B.E. 2512, 2530 and 2553 per Thai Wikipedia",พระพิมพ์ดินเผาทรงสามเหลี่ยมจากกรุวัดนางพญา พิษณุโลก ปางมารวิชัย อกนูน แขนเรียว วงการเรียกราชินีแห่งพระเครื่อง เป็นหนึ่งในเบญจภาคี ไม่มีผู้ใดสถิตอยู่,"A triangular fired-clay tablet from the cache at Wat Nang Phaya, Phitsanulok: a Maravijaya Buddha with a full chest and slender arms, the queen of amulets and one of the Benjaphakhi five. Nobody is home.",41,129.0,phra-nang-phaya/phra-nang-phaya-jpg-923d4b.jpg,CC BY-SA 4.0,https://wichaa.net/amulets/kind/phra-nang-phaya/,https://wichaa.net/amulets/api/kind/phra-nang-phaya.json,high,2026-09-02
phra-phikkhanet,kind,,พระพิฆเนศ,phra phikkhanet,Ganesha pendant,thep_thewada,เทพ / เทวดา,deva,veneration,medium,figure,nuea_loha|thonglueang|nuea_phong,metta_maha_niyom|kha_khai|khlaeo_khlat,th,,หลายวัดและสำนัก,"Modern popularity follows the Fine Arts Department and Silpakorn University adopting Ganesha as emblem, itself inherited from King Vajiravudh's literary society",จี้หรือรูปหล่อพระพิฆเนศ เทพเศียรช้างผู้ขจัดอุปสรรค เจ้าแห่งศิลปวิทยา บูชากันในไทยทั้งในกรอบพุทธและพราหมณ์,"A pendant or small cast image of Ganesha, the elephant-headed remover of obstacles and patron of the arts, venerated in Thailand inside Buddhist practice as much as Hindu.",103,89.0,phra-phikkhanet/phra-phikkhanet-jpg-ae0fdc.jpg,CC BY-SA 4.0,https://wichaa.net/amulets/kind/phra-phikkhanet/,https://wichaa.net/amulets/api/kind/phra-phikkhanet.json,medium,2026-09-02
phra-phong-bai-lan,kind,,พระผงใบลาน,phra phong bai lan,Palm-leaf-ash tablet,phra_khrueang,พระเครื่อง,none,none,low,tablet,phong_bai_lan|nuea_phong,metta_maha_niyom|khong_kraphan|khlaeo_khlat,th,,ตำราสร้างเครื่องรางของขลัง (ไม่ระบุผู้แต่ง) ให้สูตรใบลานเผาผสมขี้รัก,Undated treatise; the tablet form is a temple issue of many eras,พระพิมพ์อัดจากเถ้าใบลานเผา — ใบลานชุดเดียวกับที่คลังนี้จัดหมวดเป็นคัมภีร์ ในช่วงชีวิตถัดไป ตำราให้สูตรตรง: ลงคาถาใบลาน ๕ ใบ เผาเป็นสมุก ผสมขี้รัก ปั้น,"Pressed from the ash of burnt palm-leaf manuscripts — the same leaves this archive catalogues, at a later moment of their life. A treatise here gives the recipe outright: inscribe five leaves with katha, burn, mix with lacquer, roll.",20,299.0,,,https://wichaa.net/amulets/kind/phra-phong-bai-lan/,https://wichaa.net/amulets/api/kind/phra-phong-bai-lan.json,medium,2026-09-02
phra-phong-suphan,kind,,พระผงสุพรรณ,phra phong suphan,Phra Phong Suphan (Suphan Buri triangular tablet),phra_khrueang,พระเครื่อง,none,none,low,tablet,nuea_din,khong_kraphan|khlaeo_khlat|metta_maha_niyom,th-central,วัดพระศรีรัตนมหาธาตุ สุพรรณบุรี,ลานทองจารึกกล่าวถึงฤๅษีผู้สร้าง (ตามที่วงการเล่า),"U Thong period; the prang was opened in 1913 (B.E. 2456) and yielded a gold plate inscribed in Pali in Khom script, per Thai Wikipedia",พระพิมพ์ดินเผาทรงสามเหลี่ยมจากกรุพระปรางค์วัดพระศรีรัตนมหาธาตุ สุพรรณบุรี ปางมารวิชัยศิลปะอู่ทอง ชื่อว่าผงแต่เป็นดินเผา หนึ่งในเบญจภาคี ไม่มีผู้ใดสถิตอยู่,"A triangular fired-clay tablet from the prang cache at Wat Phra Si Rattana Mahathat, Suphan Buri: a Maravijaya Buddha with a U Thong face. Called powder, made of earth. One of the Benjaphakhi five; nobody is home.",7,105.0,phra-phong-suphan/phra-phong-suphan-phra-pong-suphan-02c3b5.png,CC BY-SA 4.0,https://wichaa.net/amulets/kind/phra-phong-suphan/,https://wichaa.net/amulets/api/kind/phra-phong-suphan.json,medium,2026-09-02
phra-phrom,kind,,พระพรหม,phra phrom,Four-faced Brahma pendant,thep_thewada,เทพ / เทวดา,deva,veneration,medium,figure,nuea_loha|thonglueang|nuea_phong,metta_maha_niyom|chok_lap|khum_khrong,th,,รูปต้นแบบ: กรมศิลปากร (ช่างปั้น จิตร พิมพ์โกวิท) สร้างให้ศาลท้าวมหาพรหม โรงแรมเอราวัณ พ.ศ. 2499,Shrine founded 1956 after construction troubles at the hotel; nationwide popularity follows it,จี้หรือรูปหล่อพระพรหมสี่หน้า เทพผู้ลิขิตชะตาและประทานพร รูปแบบที่ทั้งประเทศทำตามคือองค์ท้าวมหาพรหมที่ศาลโรงแรมเอราวัณ,"A pendant or small cast image of four-faced Brahma, the god Thais credit with writing destiny and granting wishes. The template nearly every pendant copies is the Erawan Hotel shrine image at Ratchaprasong.",19,99.0,phra-phrom/phra-phrom-brahma-e36d00.jpg,CC BY-SA 3.0,https://wichaa.net/amulets/kind/phra-phrom/,https://wichaa.net/amulets/api/kind/phra-phrom.json,medium,2026-09-02
phra-pidta,kind,,พระปิดตา,phra pidta,Phra Pidta (eyes-covered Buddha),phra_khrueang,พระเครื่อง,none,none,low,figure,nuea_phong|nuea_loha|takua,kambang|khong_kraphan|khlaeo_khlat|maha_ut|chok_lap,th-central|th,,ตำราสร้างเครื่องรางของขลัง (ตำราสร้างพระภควัมบดี ๙ แบบ) · สำนักที่วงการยกให้ เช่น หลวงพ่อแก้ว วัดเครือวัลย์,"Early pieces cast metal, later ones pressed powder",รูปนั่งยกมือปิดตาหรือปิดหน้า — ปิดทวารไม่ให้กิเลสและอันตรายเข้า ถือกันว่าเป็นพระสังกัจจายน์ เนื้อผงคลุกรักหรือโลหะหล่อ ใช้ทางกำบัง คงกระพัน และโชคลาภที่มาเงียบๆ,A figure with hands over its eyes — the shut-away senses. Pressed powder or cast metal; worked for warding and for wealth that slips past notice.,166,100.0,phra-pidta/phra-pidta-jpg-9e842a.jpg,CC BY-SA 4.0,https://wichaa.net/amulets/kind/phra-pidta/,https://wichaa.net/amulets/api/kind/phra-pidta.json,high,2026-09-02
phra-rahu,kind,,พระราหู,phra rahu,Phra Rahu (the eclipse-swallower),thep_thewada,เทพ / เทวดา,deva,veneration,medium,natural,kala|nuea_loha,khlaeo_khlat|chok_lap|khum_khrong,th-central|th,,ตำราสร้างเครื่องรางของขลัง (ไม่ระบุผู้แต่ง),Undated treatise,ราหูอมจันทร์ แกะจากกะลามะพร้าวตาเดียวเป็นหลัก — เครื่องแก้เคล็ดทางโหราศาสตร์ของผู้ที่อยู่ในช่วงพระราหูเสวยอายุ เป็นเทพที่บูชา ไม่ใช่ผีที่เลี้ยง,"Rahu swallowing the moon, classically carved into a one-eyed coconut shell — the astrological remedy worn by those in a Rahu period. This site's almanac pages keep the sky half of the story.",384,139.0,phra-rahu/phra-rahu-phra-rahu-3bad80.gif,Public domain,https://wichaa.net/amulets/kind/phra-rahu/,https://wichaa.net/amulets/api/kind/phra-rahu.json,high,2026-09-02
phra-rot,kind,,พระรอด,phra rot,Phra Rod (Lamphun votive tablet),phra_khrueang,พระเครื่อง,none,none,low,tablet,nuea_din,khlaeo_khlat|khong_kraphan|metta_maha_niyom,th-north,วัดมหาวันวนาราม ลำพูน,ตำนานผูกกับพระนางจามเทวีและฤๅษีผู้สร้างเมือง,"Hariphunchai period, late Dvaravati; the oldest of the Benjaphakhi five per Thai Wikipedia",พระพิมพ์ดินเผาองค์เล็กจากกรุวัดมหาวัน ลำพูน องค์พระนั่งสมาธิในวงใบโพธิ์ เก่าที่สุดในชุดเบญจภาคี ชื่อ “รอด” คือรอดพ้นภัย ไม่มีผู้ใดสถิตอยู่ในองค์พระ,"A small fired-clay tablet from the cache at Wat Mahawan, Lamphun: a seated Buddha inside a ring of bodhi leaves, the oldest of the Benjaphakhi five. The name means the one who escapes harm. Nobody is home.",27,100.0,phra-rot/phra-rot-benjapakee-39c238.png,CC BY-SA 4.0,https://wichaa.net/amulets/kind/phra-rot/,https://wichaa.net/amulets/api/kind/phra-rot.json,medium,2026-09-02
phra-siwali,kind,,พระสีวลี,phra siwali,Phra Siwali (the never-hungry monk),phra_khrueang,พระเครื่อง,none,none,low,figure,nuea_loha|thonglueang|nuea_phong,chok_lap|kha_khai|khlaeo_khlat|khum_khrong,th|mm|la,,ตำราสร้างเครื่องรางของขลัง (ไม่ระบุผู้แต่ง) — ตำราพระฉิมพลี,"The treatise claims descent from the reigns of Naresuan and Narai — its own claim, not a dated attestation",พระสีวลี พระอรหันต์ผู้เลิศทางลาภ — แบกไม้เท้า กลด และกาน้ำ — บูชาเพื่อให้ปัจจัยมาถึงทันเวลา รูปหล่อและจี้ บูชาอย่างพระเครื่องทั่วไป ไม่มีผู้อยู่,"The arahant who never lacked — staff over shoulder, umbrella and kettle — carried for provision that arrives on time. Statue and pendant, venerated as an ordinary amulet.",39,89.0,phra-siwali/phra-siwali-phra-sivali-thera-wat-ratcha-singkhon-01-cd07b1.jpg,CC BY-SA 4.0,https://wichaa.net/amulets/kind/phra-siwali/,https://wichaa.net/amulets/api/kind/phra-siwali.json,high,2026-09-02
phra-somdet,kind,,พระสมเด็จ,phra somdet,Phra Somdej,phra_khrueang,พระเครื่อง,none,none,low,tablet,nuea_phong|phong_phuttakhun,metta_maha_niyom|khlaeo_khlat|khum_khrong,th-central,วัดระฆังโฆสิตาราม,สมเด็จพระพุฒาจารย์ (โต พฺรหฺมรํสี),"Made across roughly 1812–1872, in three periods per Thai Wikipedia; the famous runs fall in the 1860s",แผ่นผงพุทธคุณอัดพิมพ์ทรงสี่เหลี่ยม มีองค์พระประทับนั่งในซุ้มครอบแก้ว เป็นพระเครื่องที่ถูกสร้างตามและสะสมมากที่สุด พลังอยู่ที่บารมีของผู้สร้างและการปลุกเสก ไม่มีผู้ใดสถิตอยู่ในองค์พระ,"A rectangular pressed tablet of sacred powder bearing a seated Buddha in an arch — the most copied, most collected amulet form there is. Power is the maker's barami and the consecration; nobody is home.",404,149.0,phra-somdet/phra-somdet-somdej-jpg-166702.jpg,CC BY-SA 4.0,https://wichaa.net/amulets/kind/phra-somdet/,https://wichaa.net/amulets/api/kind/phra-somdet.json,high,2026-09-02
phra-sum-ko,kind,,พระซุ้มกอ,phra sum ko,Phra Sum Ko (Kamphaeng Phet arched tablet),phra_khrueang,พระเครื่อง,none,none,low,tablet,nuea_din|nuea_waan,chok_lap|metta_maha_niyom|khlaeo_khlat,th-central,กรุทุ่งเศรษฐี นครชุม กำแพงเพชร (วัดพระบรมธาตุ วัดพิกุล และกรุใกล้เคียง),,"Sukhothai period; English Wikipedia dates the find at Wat Phra Borommathat Nakhon Chum to 1849, the year Thai Wikipedia gives for Somdej To's visit to the temple",พระพิมพ์ดินเผาจากกรุทุ่งเศรษฐี กำแพงเพชร องค์พระนั่งสมาธิในซุ้มโค้งรูปตัว ก ศิลปะสุโขทัย หายากที่สุดในเบญจภาคี วงการพูดว่า “มีกูไม่จน” ไม่มีผู้ใดสถิตอยู่,"A fired-clay tablet from the Thung Setthi caches at Kamphaeng Phet: a seated Buddha under an arch curved like the letter ก, in Sukhothai style. The rarest of the Benjaphakhi five. The trade's saying for it is 'have me and you will not be poor'. Nobody is home.",12,138.59,phra-sum-ko/phra-sum-ko-somkor-eeeb28.png,CC BY-SA 4.0,https://wichaa.net/amulets/kind/phra-sum-ko/,https://wichaa.net/amulets/api/kind/phra-sum-ko.json,medium,2026-09-02
pixiu,kind,,ปี่เซียะ,pixiu,Pixiu (wealth beast) pendant,,ยังไม่ชี้ขาด,,,,figure,thonglueang|thongdaeng,chok_lap|kha_khai|khum_khrong,diaspora|th|vn,,โรงงานหยกและโลหะ ร้านฮวงจุ้ย บางชิ้นผ่านพิธีเบิกเนตรที่ศาลเจ้า,Named in the Shangshu and the Shiji as a beast of war; Han-era stone tomb guardians survive; the pendant is modern,สัตว์ในตำนานจีน หัวมังกร ตัวสิงโต มีปีก เชื่อว่ากินทองแล้วไม่ถ่ายเพราะไม่มีรูทวาร จึงเป็นเครื่องรางเรียกทรัพย์และกันร้าย ทำเป็นจี้หยก กำไล แหวน และรูปตั้งคู่ ขายมากในตลาดไทย-จีน วิกิพีเดียไทยเรียก ปี่เซียะ ผีซิว เผ่ย์เย้า,"The Chinese wealth beast: dragon head, lion body, wings, and no anus, so gold goes in and never out. Worn as a jade pendant, bracelet or ring, or set as a pair at a shop door, it is one of the biggest sellers in Thai-Chinese retail under ปี่เซียะ. The vault's class vocabulary does not place it.",15,92.54,pixiu/pixiu-pixiu-monster-wat-hiranyawat-chiang-rai-c21164.jpg,CC0,https://wichaa.net/amulets/kind/pixiu/,https://wichaa.net/amulets/api/kind/pixiu.json,medium,2026-09-02
pla-taphian,kind,,ปลาตะเพียน,pla taphian,Pla taphian (carp charm),yantra_wattu,วัตถุมงคล (ยันต์),none,none,low,other,thongdaeng|ngoen|thongkham|naak,kha_khai|chok_lap|metta_maha_niyom,th-central,,ตำราสร้างเครื่องรางของขลัง (ไม่ระบุผู้แต่ง),"Undated treatise. English Wikipedia places the woven form in Ayutthaya, citing the Description of the Topography of Ayutthaya's mention of woven pla taphian sold on Ton Market street",ปลาตะเพียนคู่ตัดจากแผ่นโลหะบางลงยันต์ แขวนบูชาให้ซื้อง่ายขายดี ชื่อเดียวกับปลาสานใบลานที่แขวนเหนือเปลเด็กในงานฝีมืออยุธยา,"A pair of carp cut from thin metal sheet and inscribed, hung up so that buying is easy and selling brisk — sharing its name with the woven palm-leaf fish mobile hung over Ayutthaya cradles.",4,244.5,pla-taphian/pla-taphian-ayutthaya-palm-leave-fish-weaving-group-e93434.jpg,CC BY-SA 4.0,https://wichaa.net/amulets/kind/pla-taphian/,https://wichaa.net/amulets/api/kind/pla-taphian.json,medium,2026-09-02
prachiat,kind,,ผ้าประเจียด,pha prachiat,Prachiat (yantra head-cloth / armband),yantra_wattu,วัตถุมงคล (ยันต์),none,none,low,cloth,pha_yan,khong_kraphan|khlaeo_khlat|metta_maha_niyom|kan_phi,th,,แจกโดยพระเจ้าตากสิน (พ.ศ. ๒๓๑๒) และ ร.๑ (พ.ศ. ๒๓๒๘) แก่แม่ทัพนายกองและทหาร ตามวิกิพีเดีย; ครูอาจารย์ทำให้ศิษย์,Thonburi and early Bangkok periods by the cited dates; the practice is older than the record,ผ้าลงเลขยันต์ผืนเล็กที่ม้วนพันศีรษะ คอ หรือต้นแขน เชื่อว่ากันอันตราย แจกทหารตั้งแต่สมัยกรุงธนบุรี ปัจจุบันเห็นบนแขนนักมวย ไม่มีผู้อยู่ ไม่ต้องเลี้ยง,"A small inscribed cloth rolled and tied on the head, neck or upper arm against harm — given to soldiers from the Thonburi period, seen today on boxers' arms. Power in the inscription; nobody home.",1,199.0,prachiat/prachiat-wai-khru-ram-muay-1-head-023862.jpg,CC BY-SA 3.0,https://wichaa.net/amulets/kind/prachiat/,https://wichaa.net/amulets/api/kind/prachiat.json,high,2026-09-02
rajah,kind,,ราจาห์,rajah,Rajah (Javanese-Malay written talisman),yantra_wattu,วัตถุมงคล (ยันต์),none,none,low,other,,khum_khrong|khong_kraphan|maha_saneh|kha_khai,id|my,,กียาอี ดุกุน หรือผู้รู้ ilmu hikmah,"Islamic Java, carried through pesantren and the primbon almanacs",สูตรเขียนของชวา-มลายู: อักษรอาหรับ ตัวเลข ตารางวะฟัก และสัญลักษณ์ที่ผู้เขียนรู้ความหมาย ลงบนกระดาษ ผ้า หนัง โลหะ หรือผิวหนัง พลังอยู่ที่ตัวเขียนและผู้เขียน คือคู่ขนานของ “ยันต์” ในโลกอิสลาม,"The Javanese-Malay written formula: Arabic letters, numerals, a wafaq square and symbols meaningful to the writer, set on paper, cloth, skin, metal or the body. Power sits in the writing and the writer — the Islamic-world counterpart of the Thai yan, and the thing a jimat usually carries.",,,rajah/rajah-baju-rajah-syirik-e81a39.jpg,CC BY-SA 4.0,https://wichaa.net/amulets/kind/rajah/,https://wichaa.net/amulets/api/kind/rajah.json,low,2026-09-02
rian-kechi,kind,,เหรียญพระเกจิ,rian phra kechi,monk medallion,phra_khrueang,พระเครื่อง,none,none,low,medallion,thongdaeng|thonglueang|ngoen|thongkham|naak|nuea_loha,metta_maha_niyom|khlaeo_khlat|khum_khrong,th,,วัดและสำนักทั่วประเทศ ออกเป็นรุ่น,Mid-Rattanakosin to the present; the trade dates the struck-portrait form to the reign of Rama V,เหรียญโลหะปั๊มรูปเหมือนพระเกจิ มีชื่อ วัด และปีที่สร้าง ออกเป็นรุ่น เป็นพระเครื่องที่บอกอายุตัวเองชัดที่สุด ไม่มีผู้อยู่ พลังอยู่ที่บารมีของท่านและการปลุกเสก,"A struck coin-form medallion carrying a revered monk's portrait, name and temple, usually dated to the batch (รุ่น). The most datable of all forms — the coin itself says when.",163,89.0,rian-kechi/rian-kechi-1-1-d60a67.jpg,CC BY-SA 3.0,https://wichaa.net/amulets/kind/rian-kechi/,https://wichaa.net/amulets/api/kind/rian-kechi.json,medium,2026-09-02
rup-lersi,kind,,รูปพระฤๅษี,rup phra ruesi,Phra Lersi figure (the hermit-teacher),,ยังไม่ชี้ขาด,,,,figure,nuea_din|nuea_loha|thonglueang,khum_khrong,th,,ตำราสร้างเครื่องรางของขลัง (ไม่ระบุผู้แต่ง) ให้ ๓ วิธี,Undated treatise,รูปพระฤๅษีห่มหนังเสือ ครูของวิชาทั้งปวง บูชาในวันไหว้ครู ตำราในชุดนี้ให้วิธีปั้น: ดินยอดปลวกและใบไม้ ๗ อย่าง ปั้นเป็นพระมหาฤๅษี,"The tiger-skinned hermit sage — the tradition's own teacher-figure, honoured at every wai khru. A treatise in this corpus gives a moulding recipe: termite-mound earth and seven named leaves, shaped into the Great Lersi.",101,129.0,rup-lersi/rup-lersi-100-sage-and-tiger-9155370109-228e53.jpg,CC BY 2.0,https://wichaa.net/amulets/kind/rup-lersi/,https://wichaa.net/amulets/api/kind/rup-lersi.json,medium,2026-09-02
rup-lo,kind,,รูปหล่อ,rup lo,cast monk figure,phra_khrueang,พระเครื่อง,none,none,low,figure,nuea_loha|thonglueang|samrit|nawaloha|ngoen,metta_maha_niyom|khum_khrong|khlaeo_khlat,th,,วัดและสำนักทั่วประเทศ,Rattanakosin to the present,รูปพระสงฆ์นั่งสมาธิหล่อโลหะลอยองค์ คือญาติสามมิติของเหรียญ มีตั้งแต่ขนาดห้อยคอถึงตั้งบูชา พลังอยู่ที่บารมีของท่านและการปลุกเสก ไม่มีผู้อยู่,"A small cast statue of a monk seated in meditation — the medallion's three-dimensional cousin, from pendant size up to the altar.",89,98.0,,,https://wichaa.net/amulets/kind/rup-lo/,https://wichaa.net/amulets/api/kind/rup-lo.json,medium,2026-09-02
sai-sin,kind,,สายสิญจน์,sai sin,Sai sin (blessed cotton thread),yantra_wattu,วัตถุมงคล (ยันต์),none,none,low,other,,khum_khrong|kan_phi,th|la|kh,,,Undatable; older than any object in this catalogue,ด้ายฝ้ายดิบสีขาวที่พระถือขณะเจริญพระพุทธมนต์ วงรอบบ้าน พันองค์พระ แล้วตัดผูกข้อมือเป็นสิริมงคล ใช้ทั่วไทย ลาว เขมร ไม่มีผู้อยู่ ไม่ต้องเลี้ยง,"Raw white cotton thread held by the monks during paritta chanting, run round a house or a Buddha image, then cut and tied at the wrist as a blessing. Thai, Lao and Khmer alike; the chant is the power, nobody is home.",39,95.0,sai-sin/sai-sin-buddhist-monk-gives-blessed-string-brace-981e71.jpg,CC BY-SA 4.0,https://wichaa.net/amulets/kind/sai-sin/,https://wichaa.net/amulets/api/kind/sai-sin.json,high,2026-09-02
salika,kind,,สาลิกา,salika,Salika (golden-tongued myna),yantra_wattu,วัตถุมงคล (ยันต์),none,none,low,figure,thongkham|nuea_loha,metta_maha_niyom|maha_saneh|kha_khai,th-central|th,,ตำราสร้างเครื่องรางของขลัง (ไม่ระบุผู้แต่ง),Undated treatise; one recipe fixes the inscribing to the full-moon Monday of the twelfth lunar month,นกสาลิกาคู่แห่งวาจาไพเราะ พ่อค้า คนจีบ และใครก็ตามที่ต้องให้คนเชื่อพกไว้ มักเป็นนกคู่เล็กโลหะหรือไม้ หรือยันต์รูปนก ดัชนียันต์ที่นี่มีลาย,"The paired myna birds of sweet speech — carried by sellers, suitors and anyone who must be believed. Usually a small couple of birds in metal or wood, or the yantra of them; the yant index here draws the design.",128,169.0,,,https://wichaa.net/amulets/kind/salika/,https://wichaa.net/amulets/api/kind/salika.json,high,2026-09-02
si-phueng,kind,,สีผึ้ง,si phueng,Charm wax (lip-wax),,ยังไม่ชี้ขาด,,,,wax,,maha_saneh|metta_maha_niyom|maha_laluai,th-central|th,,ตำราสร้างเครื่องรางของขลัง (ไม่ระบุผู้แต่ง) — ๑๔ ตำรับ,Undated treatise,ขี้ผึ้งหุงในตลับเล็ก แตะปากหรือหน้าผากก่อนพูด ขาย หรือจีบ ตำรามี ๑๔ ตำรับเสน่ห์ ของในตลับเป็นอะไรขึ้นกับมือใครหุง,"A wax or balm in a small tin, touched to lips or brow before speaking, selling, courting. The corpus's formulary holds attraction-wax recipes; what a given pot is depends on whose hands made it.",238,149.0,,,https://wichaa.net/amulets/kind/si-phueng/,https://wichaa.net/amulets/api/kind/si-phueng.json,high,2026-09-02
somdet-chitralada,variant,phra-somdet,พระสมเด็จจิตรลดา,phra somdet chitralada,Phra Somdej Chitralada (the royal somdej),phra_khrueang,พระเครื่อง,none,none,low,tablet,nuea_phong|phong_phuttakhun|kesa,khum_khrong|khlaeo_khlat,th-central,,พระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช (รัชกาลที่ ๙) ทรงกดพิมพ์ด้วยพระหัตถ์,BE 2508–2513 (1965–1970),พระสมเด็จทรงสามเหลี่ยมที่รัชกาลที่ ๙ ทรงสร้างและกดพิมพ์ด้วยพระหัตถ์ พระราชทานแก่ทหาร ตำรวจ ข้าราชการ และประชาชน ระหว่าง พ.ศ. ๒๕๐๘–๒๕๑๓ พร้อมเอกสารกำกับ,"The triangular somdej King Rama IX made and hand-pressed at Chitralada, given between 1965 and 1970 to soldiers, police, officials and civilians, each with a certificate.",3,96.91,somdet-chitralada/somdet-chitralada-phra-somdej-jitlada-buddha-8cc277.jpg,CC BY 3.0,https://wichaa.net/amulets/kind/somdet-chitralada/,https://wichaa.net/amulets/api/kind/somdet-chitralada.json,high,2026-09-02
suea-yan,kind,,เสื้อยันต์,suea yan,Suea yan (yantra shirt),yantra_wattu,วัตถุมงคล (ยันต์),none,none,low,cloth,pha_yan,khong_kraphan|khlaeo_khlat|maha_ut,th,,,th.wikipedia dates prachiat distribution to soldiers to King Taksin (B.E. 2312) and Rama I (B.E. 2328); the shirt is those cloths sewn up. No dated shirt named.,เสื้อที่เขียนหรือพิมพ์ยันต์เต็มตัว แบบเก่าเย็บจากผ้าประเจียดผืนเล็กหลายผืน สวมออกศึกหรือขึ้นชก เชื่อว่าคงกระพันแคล้วคลาด ไม่มีผู้อยู่,"A shirt inscribed with yantra all over — in the old form, small prachiat cloths sewn into a garment — worn into battle or the ring for invulnerability and evasion. Power in the inscription; nobody home.",10,259.0,suea-yan/suea-yan-siam-society-bangkok-2017-07-25-079-d4fe47.jpg,CC0,https://wichaa.net/amulets/kind/suea-yan/,https://wichaa.net/amulets/api/kind/suea-yan.json,medium,2026-09-02
susuk,kind,,เข็มฝัง,susuk,Susuk (charm needles implanted under the skin),,ยังไม่ชี้ขาด,,,,other,thongkham|ngoen,maha_saneh|metta_maha_niyom|khong_kraphan,my|id|sg,,โบโมะห์ / ดุกุน ฝังพร้อมคาถา น้ำมัน และคำสั่งให้ปิดเป็นความลับ,First radiographic report 1928 (en.wikipedia); id.wikipedia holds the practice came to Indonesia from Malaysia,เข็มทอง เงิน หรือเพชรที่โบโมะห์ฝังใต้ผิวหนัง — มักที่คางหรือแก้ม — เพื่อความงาม เสน่ห์ บารมี หรือความคงกระพัน มองไม่เห็น เห็นในเอกซเรย์ อิสลามถือว่าฮะรอม ผู้ฝังถือข้อห้ามและเชื่อว่าต้องถอดก่อนตาย,"Gold, silver or diamond needles a bomoh sets under the skin — chin and cheeks most often — for beauty, allure, presence or invulnerability. Invisible except on a radiograph. Islam rules it haram; the wearer keeps food taboos and holds that the needles must come out before death.",,,,,https://wichaa.net/amulets/kind/susuk/,https://wichaa.net/amulets/api/kind/susuk.json,medium,2026-09-02
takrut,kind,,ตะกรุด,takrut,Takrut (inscribed scroll-tube),yantra_wattu,วัตถุมงคล (ยันต์),none,none,low,tube,nuea_loha|thongkham|ngoen|naak|takua|thongdaeng,khong_kraphan|khlaeo_khlat|kha_khai|metta_maha_niyom|maha_saneh|kan_phi,th-central|th,,ตำราสร้างเครื่องรางของขลัง (ไม่ระบุผู้แต่ง) มีบทที่ระบุว่าเป็นของสมเด็จพระวันรัต (แดง) และหลวงปู่บุญ วัดกลางบางแก้ว,"Undated treatise. English Wikipedia calls the takrut the most-mentioned amulet in Khun Chang Khun Phaen and puts its Buddhist form at roughly the 13th century, uncited",แผ่นโลหะ ใบลาน หรือหนัง ลงยันต์แล้วม้วนแน่น ร้อยเชือกคาดเอวหรือห้อยคอ อานุภาพอยู่ที่อักขระและพิธีที่ปิดผนึก ไม่มีผู้ใดสถิต ตำราในคลังนี้เต็มไปด้วยสิ่งที่เขียนไว้ข้างใน,"A sheet of metal — or palm-leaf, or skin — inscribed with a yantra and rolled tight, worn on a cord at the waist or neck. Power lives in the inscription and the rite that closed it. The treatises this site keeps are full of what gets written inside.",746,159.0,takrut/takrut-yan-takrut-thai-19th-century-yantra-and-3759b4.png,Public domain,https://wichaa.net/amulets/kind/takrut/,https://wichaa.net/amulets/api/kind/takrut.json,high,2026-09-02
tangkal,kind,,เครื่องรางมลายู,tangkal,"Tangkal (Malay protective charm, any form)",,ยังไม่ชี้ขาด,,,,other,,khum_khrong|kan_phi,my|id|sg,,โบโมะห์ / ปะวัง หรือทำเองในครัวเรือน,Folk practice older than Islam in the region and continuing beside it,คำมลายูสำหรับของกันภัยทุกชนิด — จากด้ายดำผูกข้อมือถึงกิ่งหนามแขวนประตู — คำนี้บอกหน้าที่ (ตังกัล = ปัดออก) ไม่บอกรูป ถ้ามีตัวเขียนก็เป็นจิมัตด้วย,"The Malay word for any object that wards — from a black thread on the wrist to a thorny branch over the door. It names a job (menangkal, to turn aside), not a form, which is why Malay Wikipedia files it with azimat and everyday speech keeps them apart: jimat is carried for luck, tangkal is set against a threat.",,,,,https://wichaa.net/amulets/kind/tangkal/,https://wichaa.net/amulets/api/kind/tangkal.json,low,2026-09-02
